carpark,address,postal_code,weekdays_rate,weekdays_rate_2,weekdays_rate_3,weekdays_rate_4,weekdays_rate_5,weekdays_rate_6,weekdays_rate_7,weekdays_rate_8,saturday_rate,saturday_rate_2,saturday_rate_3,saturday_rate_4,saturday_rate_5,saturday_rate_6,sunday_publicholiday_rate,sunday_publicholiday_rate_2,sunday_publicholiday_rate_3,sunday_publicholiday_rate_4,sunday_publicholiday_rate_5,sunday_publicholiday_rate_6,sunday_publicholiday_rate_7
OUE Bayfront,"50 Collyer Quay, S(049321",049321,07:00 AM - 05:59 PM: $1.07 per 10 mins,06:00 PM - 06:59 AM: $3.75 per entry,07:00 AM - 02:59 PM: $1.07 per 10 mins,03:00 PM - 11:59 PM: $3.75 per entry,,,,,Same as weekdays,,,,,,07:00 AM - 07:00 AM: $3.75 per entry,,,,,,
Hotel Rendezvous,"9 Bras Basah Road, S(189559",189559,07:00 AM - 07:00 AM: First hour $3.70; Subsequent 30 mins $1.90,,,,,,,,07:00 AM - 07:00 AM: First hour $3.70; Subsequent 30 mins $1.90,,,,,,07:00 AM - 07:00 AM: First hour $3.70; Subsequent 30 mins $1.90,,,,,,
The Riverwalk,"20 Upper Circular Road, S(055416",055416,07:00 AM - 05:00 PM: First hour $2.00; Subsequent 30 mins $1.00,05:00 PM - 07:00 AM: $3.21 per entry,,,,,,,07:00 AM - 05:00 PM: First hour $2.00; Subsequent 30 mins $1.00,05:00 PM - 07:00 AM: $3.21 per entry,,,,,07:00 AM - 07:00 AM: $3.21 per entry,,,,,,
OUE Downtown 1,"6 Shenton Way, S(068809",068809,07:00 AM - 04:59 PM: $2.70 per 30 mins,05:00 PM - 06:59 AM: $2.70 per entry,,,,,,,07:00 AM - 06:59 AM: $2.70 per entry,,,,,,07:00 AM - 06:59 AM: $2.70 per entry,,,,,,
The Sail @ Marina Bay,2 Marina Boulevard S(018987,018987,06:00 AM - 05:59 PM: $4.50 per hour,06:00 PM - 05:59 AM: $1.50 per hour,,,,,,,06:00 AM - 05:59 PM: $4.50 per hour,06:00 PM - 05:59 AM: $1.50 per hour,,,,,06:00 AM - 05:59 AM: $1.50 per hour,,,,,,
Hotel Royal Queens,"12 Queen Street, S(188553",188553,08:00 AM - 05:00 PM: $1.28 per 30 mins,05:00 PM - 08:00 AM: $3.21 per entry,,,,,,,08:00 AM - 05:00 PM: $1.28 per 30 mins,05:00 PM - 08:00 AM: $3.21 per entry,,,,,08:00 AM - 08:00 AM: $3.21 per entry,,,,,,
OUE Downtown 2,"6 Shenton Way, S(068809",068809,07:00 AM - 04:59 PM: $2.70 per 30 mins,05:00 PM - 06:59 AM: $2.70 per entry,,,,,,,07:00 AM - 06:59 AM: $2.70 per entry,,,,,,07:00 AM - 06:59 AM: $2.70 per entry,,,,,,
The URA Centre (Basement Car Park),"45 Maxwell Road, S(069118",069118,07:00 AM - 10:00 PM: $1.40 per 30 mins,,,,,,,,07:00 AM - 10:00 PM: $1.40 per 30 mins,,,,,,Same as weekdays,,,,,,
Hua Song Museum,"262 Pasir Panjang Road, S(118628",118628,09:00 AM - 07:00 PM: $5.00 per entry,,,,,,,,09:00 AM - 07:00 PM: $5.00 per entry,,,,,,09:00 AM - 07:00 PM: $5.00 per entry,,,,,,
The URA Centre East Wing,"45 Maxwell Road, S(069118",069118,06:00 AM - 06:00 PM: $1.40 per 30 mins,06:00 PM - 06:00 AM: $0.70 per 30 mins; Capped at $3.00,,,,,,,06:00 AM - 06:00 PM: $1.40 per 30 mins,06:00 PM - 06:00 AM: $0.70 per 30 mins; Capped at $3.00,,,,,06:00 AM - 06:00 AM: $0.70 per 30 mins; Capped at $3.00,,,,,,
Outram Community Hospital (SingHealth Tower),"10 Hospital Boulevard, S(168582",168582,07:00 AM - 09:59 PM: $0.04 per min,10:00 PM - 06:59 AM: $2.14 per entry,,,,,,,Same as weekdays,,,,,,07:00 AM - 09:59 PM: $0.02 per min,10:00 PM - 06:59 AM: $2.14 per entry,,,,,
Hub Synergy,"70 Anson Road, S(079905",079905,07:00 AM - 06:00 PM: $2.60 per hour,06:00 PM - 12:00 AM: $1.00 per hour,07:00 AM - 02:00 PM: $1.00 per 30 mins,02:00 PM - 12:00 AM: $1.00 per hour,,,,,Same as weekdays,,,,,,07:00 AM - 12:00 AM: $1.00 per hour,,,,,,
Outram Road Off-Street,"231 Outram Road, S(169040",169040,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,05:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,05:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,05:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,
The Village Centre,"3 South Buona Vista Road, S(118136",118136,07:01 AM - 05:00 PM: 10 mins grace period; Per hour $1.30,05:01 PM - 10:30 PM: $2.50 per entry,10:31 PM - 07:00 AM: $3.10 per entry,05:01 PM - 07:00 AM: $3.10 per entry,,,,,07:01 AM - 05:00 PM: 10 mins grace period; Per hour $1.30,05:01 PM - 07:00 AM: $3.10 per entry,,,,,07:01 AM - 10:30 PM: $2.70 per entry,10:31 PM - 07:01 AM: $3.10 per entry,,,,,
Pacific Plaza,"9 Scotts Road, S(228210",228210,08:00 AM - 05:59 PM: 10 mins grace period; First hour $3.05; Subsequent 15 mins $0.76,06:00 PM - 07:59 AM: 10 mins grace period; $4.58 per entry,,,,,,,08:00 AM - 05:59 PM: 10 mins grace period; First hour $3.05; Subsequent 15 mins $0.76,06:00 PM - 07:59 AM: 10 mins grace period; $4.58 per entry,,,,,08:00 AM - 05:59 PM: 10 mins grace period; First hour $3.05; Subsequent 15 mins $0.76,06:00 PM - 07:59 AM: 10 mins grace period; $4.58 per entry,,,,,
Ibis Singapore On Bencoolen Hotel,"170 Bencoolen Street, S(189657",189657,08:00 AM - 08:00 AM: $1.50 per 30 mins,,,,,,,,08:00 AM - 08:00 AM: $1.50 per 30 mins,,,,,,08:00 AM - 08:00 AM: $1.50 per 30 mins,,,,,,
Thomson Medical Centre,"339 Thomson Road, S(307677",307677,07:00 AM - 08:59 PM: First hour $5.00; Subsequent 30 mins $2.50,09:00 PM - 06:59 AM: $5.00 per entry,,,,,,,07:00 AM - 08:59 PM: First hour $5.00; Subsequent 30 mins $2.50,09:00 PM - 06:59 AM: $5.00 per entry,,,,,07:00 AM - 08:59 PM: First hour $4.00; Subsequent 30 mins $2.00,09:00 PM - 06:59 AM: $5.00 per entry,,,,,
Icon Village,"12 Gopeng Street, S(078877",078877,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $1.62,05:00 PM - 07:00 AM: 10 mins grace period; $3.24 per entry,,,,,,,07:00 AM - 05:00 PM: 10 mins grace period; Per 30 mins $1.62,05:00 PM - 07:00 AM: 10 mins grace period; $3.24 per entry,,,,,07:00 AM - 07:00 AM: 10 mins grace period; $3.24 per entry,,,,,,
Thong Chai Building,"50 Chin Swee Road, S(169874",169874,07:01 AM - 06:00 PM: First hour $2.00; Subsequent 30 mins $1.00,06:00 PM - 11:00 PM: $2.00 per entry,11:01 PM - 07:00 AM: $2.00 per hour,,,,,,07:01 AM - 06:00 PM: First hour $2.00; Subsequent 30 mins $1.00,06:00 PM - 11:00 PM: $2.00 per entry,11:01 PM - 07:00 AM: $2.00 per hour,,,,07:01 AM - 06:00 PM: First hour $2.00; Subsequent 30 mins $1.00,06:00 PM - 11:00 PM: $2.00 per entry,11:01 PM - 07:00 AM: $2.00 per hour,,,,
Palais Renaissance,"390 Orchard Road, S(238871",238871,07:01 AM - 05:00 PM: 10 mins grace period; First hour $4.20; Subsequent 30 mins $2.13,05:01 PM - 01:00 AM: 10 mins grace period; $5.02 per entry,01:01 AM - 07:00 AM: 10 mins grace period; Per hour $1.96,,,,,,07:01 AM - 05:00 PM: 10 mins grace period; First hour $4.20; Subsequent 30 mins $2.13,05:01 PM - 01:00 AM: 10 mins grace period; $5.02 per entry,01:01 AM - 07:00 AM: 10 mins grace period; Per hour $1.96,,,,07:01 AM - 01:00 AM: 10 mins grace period; Per 4 hours $5.02,01:01 AM - 07:00 AM: 10 mins grace period; Per hour $1.96,,,,,
Income@Raffles,"16 Collyer Quay, S(049318",049318,02:00 AM - 06:30 PM: $3.20 per 30 mins,06:30 PM - 02:00 AM: $3.70 per entry,,,,,,,02:00 AM - 02:00 PM: $3.20 per 30 mins,02:00 PM - 02:00 AM: $3.70 per entry,,,,,02:00 AM - 02:00 PM: $3.20 per 30 mins,02:00 PM - 02:00 AM: $3.70 per entry,,,,,
Inter-continental Singapore Hotel,12 Tai Seng Link #06-02 Singapore 534233,534233,08:00 AM - 05:00 PM: First hour $1.60; Subsequent 10 mins $0.40,05:00 PM - 08:00 AM: $2.50 per entry,05:00 PM - 08:00 AM: First 2 hours $2.70; Subsequent 10 mins $0.27,,,,,,08:00 AM - 08:00 AM: First 2 hours $2.70; Subsequent 10 mins $0.27,,,,,,08:00 AM - 08:00 AM: First 2 hours $2.70; Subsequent 10 mins $0.27,,,,,,
Pan Pacific Hotel,"7 Raffles Boulevard, S(039595",039595,07:00 AM - 05:00 PM: First 2 hours $6.54; Subsequent 30 mins $1.64,05:00 PM - 11:00 PM: $2.25 per entry,11:00 PM - 07:00 AM: $1.12 per 30 mins,07:00 AM - 02:00 AM: First 2 hours $4.88; Subsequent 2 hours $2.44; Subsequent 30 mins $1.43,02:00 AM - 07:00 AM: $1.13 per 30 mins,,,,07:00 AM - 02:00 AM: First 2 hours $4.88; Subsequent 2 hours $2.44; Subsequent 30 mins $1.43,02:00 AM - 07:00 AM: $1.13 per 30 mins,,,,,07:00 AM - 02:00 AM: First 2 hours $4.88; Subsequent 2 hours $2.44; Subsequent 30 mins $1.43,02:00 AM - 07:00 AM: $1.13 per 30 mins,,,,,
InterContinental Robertson Quay,"1 Nanson Road, S(238909",238909,07:00 AM - 06:00 PM: 10 mins grace period; First hour $3.50; Subsequent hour $2.00,06:00 PM - 10:00 PM: 10 mins grace period; $5.00 per entry,10:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $2.00,,,,,,07:00 AM - 06:00 PM: 10 mins grace period; First hour $3.50; Subsequent hour $2.00,06:00 PM - 10:00 PM: 10 mins grace period; $5.00 per entry,10:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $2.00,,,,07:00 AM - 06:00 PM: 10 mins grace period; First hour $3.50; Subsequent hour $2.00,06:00 PM - 10:00 PM: 10 mins grace period; $5.00 per entry,10:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $2.00,,,,
Pan Pacific Orchard,"10 Claymore Road, S(229540",229540,07:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $1.50,05:00 PM - 07:00 AM: $5.50 per entry,,,,,,,07:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $1.50,05:00 PM - 07:00 AM: $5.50 per entry,,,,,07:00 AM - 07:00 AM: $5.50 per entry,,,,,,
Pan Pacific Serviced Suites Orchard,12 Tai Seng Link #06-02 Singapore 534233,534233,08:00 AM - 08:00 AM: First hour $4.28; Subsequent 30 mins $2.14,,,,,,,,08:00 AM - 08:00 AM: First hour $4.28; Subsequent 30 mins $2.14,,,,,,08:00 AM - 08:00 AM: First hour $4.28; Subsequent 30 mins $2.14,,,,,,
Paragon,"290 Orchard Road, S(238859",238859,03:00 AM - 04:59 PM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.60,05:00 PM - 02:59 AM: 10 mins grace period; $4.60 per entry,,,,,,,03:00 AM - 04:59 PM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.60,05:00 PM - 02:59 AM: 10 mins grace period; $4.60 per entry,,,,,03:00 AM - 04:59 PM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.60,05:00 PM - 02:59 AM: 10 mins grace period; $4.60 per entry,,,,,
International Building,"360 Orchard Road, S(238869",238869,07:00 AM - 06:00 PM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50,06:00 PM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,,,,07:00 AM - 06:00 PM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50,06:00 PM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,,07:00 AM - 06:00 PM: 10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50,06:00 PM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,,
Park Hotel Farrer Park,10 Farrer Park Station Road S(217564,217564,08:00 AM - 06:00 PM: First hour $3.00; Subsequent 15 mins $0.75,06:00 PM - 08:00 AM: First hour $3.00; Subsequent 15 mins $0.75,,,,,,,08:00 AM - 06:00 PM: First hour $3.00; Subsequent 15 mins $0.75,06:00 PM - 08:00 AM: First hour $3.00; Subsequent 15 mins $0.75,,,,,08:00 AM - 06:00 PM: First hour $3.00; Subsequent 15 mins $0.75,06:00 PM - 08:00 AM: First hour $3.00; Subsequent 15 mins $0.75,,,,,
Park Regis Singapore,"23 Merchant Road, S(058268",058268,08:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $1.50,05:00 PM - 08:00 AM: First hour $5.00; Subsequent 30 mins $1.50,,,,,,,08:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $1.50,05:00 PM - 08:00 AM: First hour $5.00; Subsequent 30 mins $1.50,,,,,08:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $1.50,05:00 PM - 08:00 AM: First hour $5.00; Subsequent 30 mins $1.50,,,,,
Thye Hong Centre,2 Leng Kee Road S(159086,159086,07:30 AM - 11:00 AM: $2.00 per 30 mins,11:00 AM - 06:00 PM: $1.20 per hour,06:00 PM - 11:00 AM: $3.00 per entry,11:00 AM - 01:00 PM: $1.20 per hour,01:00 PM - 07:30 AM: $3.00 per entry,,,,Same as weekdays,,,,,,07:30 AM - 07:30 AM: $3.00 per entry,,,,,,
Parklane Shopping Mall,"35 Selegie Road, S(188307",188307,07:00 AM - 07:00 PM: First hour $3.21; Subsequent 30 mins $1.77,07:01 PM - 12:00 AM: $4.28 per entry,12:00 AM - 06:59 AM: $5.35 per entry,,,,,,07:00 AM - 07:00 PM: First hour $3.21; Subsequent 30 mins $1.77,07:01 PM - 12:00 AM: $4.28 per entry,12:00 AM - 06:59 AM: $5.35 per entry,,,,07:01 AM - 12:00 AM: $4.28 per entry,12:00 AM - 06:59 AM: $5.35 per entry,,,,,
International Plaza,"10 Anson Road, S(079903",079903,07:00 AM - 04:59 PM: 5 mins grace period; Per 30 mins $2.20,05:00 PM - 06:59 AM: $3.00 per entry,07:00 AM - 02:59 PM: 5 mins grace period; Per 30 mins $2.20,03:00 PM - 06:59 AM: $3.00 per entry,,,,,Same as weekdays,,,,,,06:59 AM - 07:00 AM: $3.00 per entry,,,,,,
Tiong Bahru Market,"30 Seng Poh Road, S(168898",168898,07:00 AM - 10:30 PM: 10 mins grace period; Per 30 mins $0.60,10:30 PM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,07:00 AM - 10:30 PM: 10 mins grace period; Per 30 mins $0.60,10:30 PM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,07:00 AM - 10:30 PM: 10 mins grace period; Per 30 mins $0.60,10:30 PM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,
Parkroyal @ Kitchener Road (4th Floor),"181 Kitchener Road, S(208533",208533,06:00 AM - 05:59 PM: First hour $2.00; Subsequent 30 mins $0.80,06:00 PM - 05:59 AM: $3.00 per entry,,,,,,,06:00 AM - 05:59 PM: First hour $2.00; Subsequent 30 mins $0.80,06:00 PM - 05:59 AM: $3.00 per entry,,,,,06:00 PM - 05:59 AM: $3.50 per entry,,,,,,
Trio,"11 Sam Leong Road, S(207903",207903,12:01 AM - 07:00 PM: $0.40 per 15 mins,07:01 PM - 12:00 AM: $3.00 per entry,,,,,,,12:01 AM - 07:00 PM: $0.40 per 15 mins,07:01 PM - 12:00 AM: $3.00 per entry,,,,,12:01 AM - 07:00 PM: $0.40 per 15 mins,07:01 PM - 12:00 AM: $3.00 per entry,,,,,
Parkroyal Collection Marina Bay,"6 Raffles Boulevard, S(039594",039594,07:00 AM - 05:00 PM: First 2 hours $6.54; Subsequent 30 mins $1.64,05:00 PM - 11:00 PM: $2.25 per entry,11:00 PM - 07:00 AM: $1.12 per 30 mins,,,,,,07:00 AM - 02:00 AM: First 2 hours $2.44; Subsequent 2 hours $2.44; Subsequent 30 mins $1.43,02:00 AM - 07:00 AM: $1.11 per 30 mins,,,,,07:00 AM - 02:00 AM: First 2 hours $2.44; Subsequent 2 hours $2.44; Subsequent 30 mins $1.43,02:00 AM - 07:00 AM: $1.11 per 30 mins,,,,,
PARKROYAL COLLECTION Pickering,"3 Upper Pickering Street, S(058289",058289,08:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $2.50,05:00 PM - 08:00 AM: First hour $5.00; Subsequent 30 mins $2.50,,,,,,,08:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $2.50,05:00 PM - 08:00 AM: First hour $5.00; Subsequent 30 mins $2.50,,,,,08:00 AM - 05:00 PM: First hour $5.00; Subsequent 30 mins $2.50,05:00 PM - 08:00 AM: First hour $5.00; Subsequent 30 mins $2.50,,,,,
TripleOne Somerset,"111 Somerset Road, S(238164",238164,07:00 AM - 05:59 PM: $1.50 per 30 mins,06:00 PM - 11:59 PM: $2.30 per entry,12:00 AM - 06:59 AM: $0.50 per 15 mins,,,,,,07:00 AM - 05:59 PM: First hour $2.00; Subsequent 15 mins $0.50,06:00 PM - 11:59 PM: $2.30 per entry,12:00 AM - 06:59 AM: $0.50 per 15 mins,,,,07:00 AM - 05:59 PM: First hour $2.00; Subsequent 15 mins $0.50,06:00 PM - 11:59 PM: $2.30 per entry,12:00 AM - 06:59 AM: $0.50 per 15 mins,,,,
Twenty Anson,"20 Anson Road, S(079912",079912,07:00 AM - 05:59 PM: $6.42 per hour,06:00 PM - 06:59 AM: $4.28 per entry,01:00 PM - 06:59 AM: $4.28 per entry,07:00 AM - 12:59 PM: $6.42 per hour,,,,,Same as weekdays,,,,,,07:00 AM - 06:59 AM: $4.28 per entry,,,,,,
PARKROYAL on Beach Road (Hotel Driveway),"7500A Beach Road, S(199591",199591,07:00 AM - 04:59 PM: First hour $6.00; Subsequent 30 mins $2.00,05:00 PM - 06:59 AM: $6.00 per entry,07:00 AM - 12:59 PM: First hour $6.00; Subsequent 30 mins $2.00,01:00 PM - 06:59 AM: $6.00 per entry,,,,,Same as weekdays,,,,,,07:00 AM - 07:00 AM: $6.00 per entry,,,,,,
Ion Orchard,12 Tai Seng Link #06-02 Singapore 534233,534233,08:00 AM - 04:59 PM: First hour $2.73; Subsequent 30 mins $1.31,05:00 PM - 11:59 PM: $3.05 per entry,12:00 AM - 07:59 AM: $1.09 per hour,08:00 AM - 05:59 PM: First hour $2.62; Subsequent 30 mins $1.91,06:00 PM - 11:59 PM: $3.82 per entry,,,,Same as weekdays,,,,,,08:00 AM - 05:59 PM: First hour $2.62; Subsequent 30 mins $1.91,06:00 PM - 11:59 PM: $3.82 per entry,12:00 AM - 07:59 AM: $1.09 per hour,,,,
UBS Singapore,"9 Penang Road, S(238459",238459,07:00 AM - 07:00 PM: $1.60 per 30 mins,07:00 PM - 07:00 AM: $4.50 per entry,,,,,,,07:00 AM - 07:00 PM: $1.60 per 30 mins,07:00 PM - 07:00 AM: $4.50 per entry,,,,,07:00 AM - 07:00 PM: $1.60 per 30 mins,07:00 PM - 07:00 AM: $4.50 per entry,,,,,
UE BizHub West,"450 Alexandra Road, S(119960",119960,07:00 AM - 07:00 PM: $1.60 per hour,07:00 PM - 07:00 AM: $2.50 per entry,07:00 AM - 01:00 PM: $1.60 per hour,01:00 PM - 07:00 AM: $2.50 per entry,,,,,Same as weekdays,,,,,,07:00 AM - 07:00 AM: $2.50 per entry,,,,,,
UE Square,"81 Clemenceau Avenue, S(239917",239917,08:00 AM - 05:00 PM: First hour $2.00; Subsequent hour $1.00,05:00 PM - 08:00 AM: $3.00 per entry,08:00 AM - 01:00 PM: First hour $2.00; Subsequent hour $1.00,01:00 PM - 07:59 AM: $3.00 per entry,,,,,Same as weekdays,,,,,,08:00 AM - 08:00 AM: $3.00 per entry,,,,,,
Jalan Besar Sports Centre,"100 Tyrwhitt Road, S(207542",207542,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60,10:30 PM - 07:00 AM: Capped at $5.00,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60,10:30 PM - 07:00 AM: Capped at $5.00,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60,10:30 PM - 07:00 AM: Capped at $5.00,,,,,
UIC Building,"5 Shenton Way, S(068808",068808,06:00 AM - 06:00 PM: 10 mins grace period; Per 30 mins $2.54,06:00 PM - 06:00 AM: 10 mins grace period; $2.83 per entry,,,,,,,06:00 AM - 06:00 AM: 10 mins grace period; $3.83 per entry,,,,,,06:00 AM - 06:00 AM: 10 mins grace period; $3.83 per entry,,,,,,
United Square Shopping Mall,"101 Thomson Road, S(307591",307591,06:00 AM - 06:00 PM: 15 mins grace period; First hour $2.40; Subsequent 15 mins $0.60,06:00 PM - 06:00 AM: 15 mins grace period; $2.60 per entry,,,,,,,06:00 AM - 06:00 PM: 15 mins grace period; First hour $2.40; Subsequent 15 mins $0.60,06:00 PM - 06:00 AM: 15 mins grace period; $2.60 per entry,,,,,06:00 AM - 06:00 PM: 15 mins grace period; First hour $2.40; Subsequent 15 mins $0.60,06:00 PM - 06:00 AM: 15 mins grace period; $2.60 per entry,,,,,
UOB Plaza,"80 Raffles Place, S(048624",048624,07:00 AM - 06:00 PM: 10 mins grace period; Per 30 mins $3.00,06:00 PM - 12:00 AM: 10 mins grace period; $4.00 per entry,12:00 AM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,,,07:00 AM - 12:00 AM: 10 mins grace period; $4.00 per entry,12:00 AM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,,07:00 AM - 12:00 AM: 10 mins grace period; $4.00 per entry,12:00 AM - 07:00 AM: 10 mins grace period; $4.00 per entry,,,,,
Up @ Robertson Quay,"90 Robertson Quay, S(238259",238259,06:00 AM - 06:00 PM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.50,06:00 PM - 06:00 AM: 10 mins grace period; $4.00 per entry,,,,,,,06:00 AM - 06:00 PM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.50,06:00 PM - 06:00 AM: 10 mins grace period; $4.00 per entry,,,,,06:00 AM - 06:00 PM: 10 mins grace period; First hour $1.50; Subsequent 30 mins $0.50,06:00 PM - 06:00 AM: 10 mins grace period; $4.00 per entry,,,,,
Joo Chiat Neighbourhood Centre,"2 Joo Chiat Road, S(420002",420002,07:00 AM - 07:00 AM: $0.60 per 30 mins,07:00 AM - 10:30 PM: $0.80 per 30 mins,10:30 PM - 07:00 AM: $0.60 per 30 mins; Capped at $5.00,,,,,,Same as weekdays,,,,,,Same as weekdays,,,,,,
V Hotel Lavender,"70 Jellicoe Road, S(208767",208767,07:00 AM - 07:00 PM: 10 mins grace period; Per 30 mins $1.00,07:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $1.00,,,,,,,07:00 AM - 07:00 PM: 10 mins grace period; Per 30 mins $1.00,07:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $1.00,,,,,07:00 AM - 07:00 PM: 10 mins grace period; Per 30 mins $1.00,07:00 PM - 07:00 AM: 10 mins grace period; Per 30 mins $1.00,,,,,
Vantage Automotive Centre,"305 Alexandra Road, S(159942",159942,08:00 AM - 05:00 PM: $1.30 per 30 mins,05:00 PM - 08:00 AM: $1.30 per 30 mins,,,,,,,08:00 AM - 05:00 PM: $1.30 per 30 mins,05:00 PM - 08:00 AM: $1.30 per 30 mins,,,,,08:00 AM - 05:00 PM: $1.30 per 30 mins,05:00 PM - 08:00 AM: $1.30 per 30 mins,,,,,
Velocity @ Novena Square,"238 Thomson Road, S(307683",307683,06:00 AM - 06:00 PM: 10 mins grace period; First hour $2.40; Subsequent 15 mins $0.60,06:00 PM - 06:00 AM: 10 mins grace period; $2.60 per entry,,,,,,,06:00 AM - 06:00 PM: 10 mins grace period; First hour $2.40; Subsequent 15 mins $0.60,06:00 PM - 06:00 AM: 10 mins grace period; $2.60 per entry,,,,,06:00 AM - 06:00 PM: 10 mins grace period; First hour $2.40; Subsequent 15 mins $0.60,06:00 PM - 06:00 AM: 10 mins grace period; $2.60 per entry,,,,,
Victoria Wholesale Centre,"101 Kallang Avenue, S(339508",339508,07:00 AM - 07:00 AM: 30 mins grace period; Per 30 mins $0.60,,,,,,,,07:00 AM - 07:00 AM: 30 mins grace period; Per 30 mins $0.60,,,,,,07:00 AM - 07:00 AM: 30 mins grace period; Per 30 mins $0.60,,,,,,
Kallang Car Park 1 (Kallang H),"200 Stadium Boulevard, S(397726",397726,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,
VIIO @ Balestier,"520 Balestier Road, S(329853",329853,12:00 AM - 06:00 PM: 10 mins grace period; Per hour $1.71,06:00 PM - 12:00 AM: 10 mins grace period; $2.35 per entry,,,,,,,12:00 AM - 06:00 PM: 10 mins grace period; Per hour $1.71,06:00 PM - 12:00 AM: 10 mins grace period; $2.35 per entry,,,,,12:00 AM - 06:00 PM: 10 mins grace period; Per hour $1.71,06:00 PM - 12:00 AM: 10 mins grace period; $2.35 per entry,,,,,
Village Residence Robertson Quay,"30 Robertson Quay, S(238251",238251,06:00 AM - 06:00 PM: $1.50 per hour,06:01 PM - 06:00 AM: $3.50 per entry,,,,,,,06:00 AM - 06:00 AM: $3.50 per entry,,,,,,06:00 AM - 06:00 AM: $3.50 per entry,,,,,,
Kallang Car Park 2 (Netball Centre),"6 Stadium Boulevard, S(397797",397797,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,
VisionCrest,12 Tai Seng Link #06-02 Singapore 534233,534233,07:00 AM - 05:59 PM: First hour $2.70; Subsequent 30 mins $1.35,06:00 PM - 11:59 PM: $3.24 per entry,12:00 AM - 06:59 AM: $3.24 per entry,,,,,,07:00 AM - 05:59 PM: First hour $2.70; Subsequent 30 mins $1.35,06:00 PM - 11:59 PM: $3.24 per entry,12:00 AM - 06:59 AM: $3.24 per entry,,,,07:00 AM - 11:59 PM: $3.24 per entry,12:00 AM - 06:59 AM: $3.24 per entry,,,,,
Kallang Car Park 3 (Tennis Centre),"8 Stadium Boulevard, S(397796",397796,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,07:00 AM - 07:00 AM: 10 mins grace period; Per 30 mins $0.60; Capped at $5.00,,,,,,
